Siruta,Localitate,Judet,Mediu
58259,Jucu,cj,urban
58311,Luna,cj,urban
58357,Maguri-Racatau,cj,urban
58393,Manastireni,cj,urban
58464,Margau,cj,urban
58534,Marisel,cj,urban
58552,Mintiu Gherlii,cj,urban
58623,Mociu,cj,urban
58721,Moldovenesti,cj,urban
58794,Palatca,cj,urban
58856,Panticeu,cj,urban
58918,Petrestii De Jos,cj,urban
58990,Ploscos,cj,urban
59041,Poieni,cj,urban
59130,Recea-Cristur,cj,urban
59238,Risca,cj,urban
59283,Sacuieu,cj,urban
59327,Savadisla,cj,urban
59416,Sic,cj,urban
59434,Sancraiu,cj,urban
59498,Sanmartin,cj,urban
59586,Sanpaul,cj,urban
59657,Suatu,cj,urban
59693,Tritenii De Jos,cj,urban
59764,Tureni,cj,urban
59826,Taga,cj,urban
59880,Unguras,cj,urban
59942,Vad,cj,urban
60026,Valea Ierii,cj,urban
60062,Viisoara,cj,urban
60099,Vultureni,cj,urban
60169,Negreni,cj,urban
60419,Municipiul Constanta,ct,urban
60455,Oras Eforie,ct,urban
60482,Municipiul Mangalia,ct,urban
60507,Oras Navodari,ct,urban
60534,Oras Techirghiol,ct,urban
60570,Agigea,ct,urban
60598,23-Aug,ct,urban
60632,Limanu,ct,urban
60687,Oras Ovidiu,ct,urban
60721,Tuzla,ct,urban
60776,Oras Cernavoda,ct,urban
60801,Oras Harsova,ct,urban
60847,Municipiul Medgidia,ct,urban
60883,Adamclisi,ct,urban
60945,Albesti,ct,urban
61005,Aliman,ct,urban
61069,Oras Baneasa,ct,urban
61121,Castelu,ct,urban
61167,Cerchezu,ct,urban
61210,Chirnogeni,ct,urban
61256,Ciobanu,ct,urban
61283,Ciocarlia,ct,urban
61318,Cobadin,ct,urban
61372,Cogealac,ct,urban
61452,Comana,ct,urban
61513,Corbu,ct,urban
61559,Crucea,ct,urban
61620,Cumpana,ct,urban
61675,Deleni,ct,urban
61737,Dobromir,ct,urban
61808,Garliciu,ct,urban
61826,Ghindaresti,ct,urban
61871,Independenta,ct,urban
61951,Ion Corvin,ct,urban
62020,Istria,ct,urban
62057,Lipnita,ct,urban
62137,Mereni,ct,urban
62191,Mihail Kogalniceanu,ct,urban
62253,Mihai Viteazu,ct,urban
62280,Mircea Voda,ct,urban
62360,Oras Murfatlar,ct,urban
62397,Oras Negru Voda,ct,urban
62440,Nicolae Balcescu,ct,urban
62486,Oltina,ct,urban
62538,Ostrov,ct,urban
62609,Pantelimon,ct,urban
62672,Pecineaga,ct,urban
62707,Pestera,ct,urban
62761,Poarta Alba,ct,urban
62798,Rasova,ct,urban
62823,Saraiu,ct,urban
62878,Sacele,ct,urban
62903,Seimeni,ct,urban
62949,Silistea,ct,urban
62985,Targusor,ct,urban
63045,Topalu,ct,urban
63072,Topraisar,ct,urban
63125,Valu Lui Traian,ct,urban
63152,Lumina,ct,urban
63161,Dumbraveni,ct,urban
63170,Vulturu,ct,urban
63189,Tortoman,ct,urban
63198,Amzacea,ct,urban
63278,Horia,ct,urban
63286,Costinesti,ct,urban
63294,Baraganu,ct,urban
63300,Cuza Voda,ct,urban
63318,Saligny,ct,urban
63326,Gradina,ct,urban
63334,Fantanele,ct,urban
63394,Municipiul Sfantu Gheorghe,cv,urban
63447,Oras Baraolt,cv,urban
63526,Oras Covasna,cv,urban
63553,Comandau,cv,urban
63580,Oras Intorsura Buzaului,cv,urban
63633,Barcani,cv,urban
63688,Sita Buzaului,cv,urban
63740,Municipiul Targu Secuiesc,cv,urban
63777,Aita Mare,cv,urban
63802,Batani,cv,urban
63866,Belin,cv,urban
63893,Bodoc,cv,urban
63937,Borosneu Mare,cv,urban
64005,Brates,cv,urban
64041,Bradut,cv,urban
64096,Bretcu,cv,urban
64130,Catalina,cv,urban
64194,Cernat,cv,urban
64238,Chichis,cv,urban
64265,Dobarlau,cv,urban
64318,Ghelinta,cv,urban
64345,Ghidfalau,cv,urban
64390,Haghig,cv,urban
64425,Ilieni,cv,urban
64461,Lemnia,cv,urban
64504,Malnas,cv,urban
64568,Moacsa,cv,urban
64602,Ojdula,cv,urban
64639,Ozun,cv,urban
64719,Poian,cv,urban
64773,Reci,cv,urban
64826,Sanzieni,cv,urban
64871,Turia,cv,urban
64906,Valea Crisului,cv,urban
64942,Valcele,cv,urban
64997,Varghis,cv,urban
65011,Zagon,cv,urban
65048,Zabala,cv,urban
65099,Valea Mare,cv,urban
65105,Mereni,cv,urban
65113,Arcus,cv,urban
65121,Bixad,cv,urban
65139,Micfalau,cv,urban
65147,Dalnic,cv,urban
65154,Estelnic,cv,urban
65342,Municipiul Targoviste,db,urban
65379,Aninoasa,db,urban
65413,Doicesti,db,urban
65431,Razvad,db,urban
65477,Sotanga,db,urban
65501,Ulmi,db,urban
65609,Oras Fieni,db,urban
65645,Motaieni,db,urban
65681,Oras Gaesti,db,urban
65707,Gura Foii,db,urban
65752,Petresti,db,urban
65841,Municipiul Moreni,db,urban
65869,Iedera,db,urban
65921,Oras Pucioasa,db,urban
66009,Branesti,db,urban
66081,Oras Titu,db,urban
66152,Branistea,db,urban
66198,Baleni,db,urban
66223,Barbuletu,db,urban
66330,Bezdead,db,urban
66401,Bilciuresti,db,urban
66438,Buciumeni,db,urban
66474,Bucsani,db,urban
66526,Candesti,db,urban
66580,Cobia,db,urban
66697,Cojasca,db,urban
66731,Comisani,db,urban
66768,Contesti,db,urban
66857,Corbii Mari,db,urban
66955,Cornatelu,db,urban
67014,Cornesti,db,urban
67121,Costestii Din Vale,db,urban
67167,Crangurile,db,urban
67256,Darmanesti,db,urban
67292,Dobra,db,urban
67327,Dragodana,db,urban
67407,Dragomiresti,db,urban
67470,Finta,db,urban
67522,Glodeni,db,urban
67595,Gura Ocnitei,db,urban
67648,Gura Sutii,db,urban
67675,Hulubesti,db,urban
67737,I. L. Caragiale,db,urban
67773,Lucieni,db,urban
67835,Ludesti,db,urban
67906,Lunguletu,db,urban
67942,Malu Cu Flori,db,urban
68002,Manesti,db,urban
68048,Matasaru,db,urban
68128,Mogosani,db,urban
68182,Moroeni,db,urban
68253,Morteni,db,urban
68280,Nucet,db,urban
68324,Ocnita,db,urban
68342,Odobesti,db,urban
68404,Pietrosita,db,urban
68431,Poiana,db,urban
68468,Potlogi,db,urban
68529,Produlesti,db,urban
68565,Pucheni,db,urban
68627,Oras Racari,db,urban
68716,Runcu,db,urban
68789,Salcioara,db,urban
68887,Selaru,db,urban
68921,Tatarani,db,urban
68976,Uliesti,db,urban
69063,Valea Lunga,db,urban
69170,Valea Mare,db,urban
69250,Vacaresti,db,urban
69303,Valeni-Dambovita,db,urban
69330,Visina,db,urban
69394,Visinesti,db,urban
69447,Varfuri,db,urban
69526,Voinesti,db,urban
69615,Vulcana-Bai,db,urban
69900,Municipiul Craiova,dj,urban
69964,Bucovat,dj,urban
70094,Isalnita,dj,urban
70110,Podari,dj,urban
70174,Simnicu De Sus,dj,urban
70316,Municipiul Bailesti,dj,urban
70352,Municipiul Calafat,dj,urban
70414,Oras Filiasi,dj,urban
70502,Oras Segarcea,dj,urban
70520,Afumati,dj,urban
70566,Almaj,dj,urban
70637,Amarastii De Jos,dj,urban
70673,Amarastii De Sus,dj,urban
70726,Apele Vii,dj,urban
70744,Argetoaia,dj,urban
70879,Oras Bechet,dj,urban
70897,Bistret,dj,urban
70940,Barca,dj,urban
70968,Botosesti-Paia,dj,urban
70986,Brabova,dj,urban
71055,Bradesti,dj,urban
71126,Bralostita,dj,urban
71199,Bratovoesti,dj,urban
71260,Breasta,dj,urban
71340,Bulzesti,dj,urban
71457,Calopar,dj,urban
71518,Caraula,dj,urban
71536,Carpen,dj,urban
71572,Castranova,dj,urban
71607,Calarasi,dj,urban
71634,Celaru,dj,urban
71698,Cerat,dj,urban
71723,Cernatesti,dj,urban
71787,Cetate,dj,urban
71812,Cioroiasi,dj,urban
71858,Ciupercenii Noi,dj,urban
71885,Cosoveni,dj,urban
71910,Cotofenii Din Dos,dj,urban
71956,Daneti,dj,urban
72007,Oras Dabuleni,dj,urban
72034,Desa,dj,urban
72052,Diosti,dj,urban
72098,Dobresti,dj,urban
72150,Dragotesti,dj,urban
72221,Dranic,dj,urban
72276,Farcas,dj,urban
72383,Galicea Mare,dj,urban
72409,Ghercesti,dj,urban
72463,Gighera,dj,urban
72506,Giubega,dj,urban
72533,Giurgita,dj,urban
72579,Gangiova,dj,urban
72604,Gogosu,dj,urban
72640,Goicea,dj,urban
72677,Goiesti,dj,urban
72819,Grecesti,dj,urban
72882,Izvoare,dj,urban
72926,Leu,dj,urban
72953,Lipovu,dj,urban
72980,Macesu De Jos,dj,urban
73013,Macesu De Sus,dj,urban
73031,Maglavit,dj,urban
73068,Malu Mare,dj,urban
73102,Melinesti,dj,urban
73246,Mischii,dj,urban
73317,Marsani,dj,urban
73335,Motatei,dj,urban
73371,Murgasi,dj,urban
73460,Negoi,dj,urban
73503,Orodel,dj,urban
73567,Ostroveni,dj,urban
73594,Perisor,dj,urban
73629,Pielesti,dj,urban
73665,Piscu Vechi,dj,urban
73709,Plenita,dj,urban
73736,Poiana Mare,dj,urban
73772,Predesti,dj,urban
73852,Radovan,dj,urban
73905,Rast,dj,urban
73923,Robanesti,dj,urban
73996,Sadova,dj,urban
74028,Salcuta,dj,urban
74073,Scaesti,dj,urban
74108,Seaca De Camp,dj,urban
74135,Seaca De Padure,dj,urban
74171,Secu,dj,urban
74224,Silistea Crucii,dj,urban
74242,Sopot,dj,urban
74322,Teasc,dj,urban
74359,Terpezita,dj,urban
74411,Teslui,dj,urban
74509,Tuglui,dj,urban
74536,Unirea,dj,urban
74554,Urzicuta,dj,urban
74581,Valea Stanciului,dj,urban
74616,Vela,dj,urban
74705,Verbita,dj,urban
74732,Vartop,dj,urban
74750,Varvoru De Jos,dj,urban
74842,Catane,dj,urban
74859,Carcea,dj,urban
74867,Carna,dj,urban
74875,Cotofenii Din Fata,dj,urban
74883,Dobrotesti,dj,urban
74891,Galiciuica,dj,urban
74907,Ghidici,dj,urban
74915,Ghindeni,dj,urban
74923,Intorsura,dj,urban
74931,Plesoi,dj,urban
74949,Rojiste,dj,urban
74956,Talpas,dj,urban
75098,Municipiul Galati,gl,urban
75114,Sendreni,gl,urban
75150,Vanatori,gl,urban
75203,Municipiul Tecuci,gl,urban
75221,Draganesti,gl,urban
75258,Munteni,gl,urban
75338,Oras Beresti,gl,urban
75356,Beresti-Meria,gl,urban
75472,Oras Targu Bujor,gl,urban
75515,Barcea,gl,urban
75542,Balabanesti,gl,urban
75613,Balasesti,gl,urban
75668,Baleni,gl,urban
75686,Baneasa,gl,urban
75711,Branistea,gl,urban
75766,Brahasesti,gl,urban
75819,Buciumeni,gl,urban
75864,Cavadinesti,gl,urban
75917,Certesti,gl,urban
75953,Corod,gl,urban
76004,Corni,gl,urban
76040,Cosmesti,gl,urban
76111,Costache Negri,gl,urban
76139,Cuca,gl,urban
76157,Cudalbi,gl,urban
76175,Draguseni,gl,urban
76255,Fartanesti,gl,urban
76282,Foltesti,gl,urban
76317,Frumusita,gl,urban
76353,Fundeni,gl,urban
76406,Ghidigeni,gl,urban
76497,Gohor,gl,urban
76558,Grivita,gl,urban
76585,Independenta,gl,urban
76601,Ivesti,gl,urban
76638,Jorasti,gl,urban
76674,Liesti,gl,urban
76692,Matca,gl,urban
76718,Mastacani,gl,urban
76745,Movileni,gl,urban
76763,Namoloasa,gl,urban
76807,Nicoresti,gl,urban
76932,Oancea,gl,urban
76969,Pechea,gl,urban
76996,Piscu,gl,urban
77028,Priponesti,gl,urban
77082,Rediu,gl,urban
77126,Scanteiesti,gl,urban
77153,Schela,gl,urban
77180,Slobozia Conachi,gl,urban
77224,Smardan,gl,urban
77260,Smulti,gl,urban
77288,Suceveni,gl,urban
77313,Tudor Vladimirescu,gl,urban
77331,Tulucesti,gl,urban
77377,Tepu,gl,urban
77402,Umbraresti,gl,urban
77475,Valea Marului,gl,urban
77509,Varlezi,gl,urban
77536,Vladesti,gl,urban
77561,Radesti,gl,urban
77579,Negrilesti,gl,urban
77587,Poiana,gl,urban
77595,Cuza Voda,gl,urban
77601,Suhurlui,gl,urban
77812,Municipiul Targu Jiu,gj,urban
77910,Balesti,gj,urban
78016,Dragutesti,gj,urban
78089,Turcinesti,gj,urban
78141,Municipiul Motru,gj,urban
78258,Oras Novaci,gj,urban
78329,Oras Targu Carbunesti,gj,urban
78454,Oras Ticleni,gj,urban
78472,Albeni,gj,urban
78542,Alimpesti,gj,urban
78604,Aninoasa,gj,urban
78668,Arcani,gj,urban
78711,Baia De Fier,gj,urban
78748,Balanesti,gj,urban
78828,Barbatesti,gj,urban
78873,Bengesti-Ciocadia,gj,urban
78926,Berlesti,gj,urban
79004,Balteni,gj,urban
79077,Bolbosi,gj,urban
79157,Borascu,gj,urban
79237,Branesti,gj,urban
79308,Oras Bumbesti-Jiu,gj,urban
79362,Bumbesti-Pitic,gj,urban
79406,Bustuchin,gj,urban
79497,Capreni,gj,urban
79585,Catunele,gj,urban
79656,Ciuperceni,gj,urban
79736,Calnic,gj,urban
79834,Crasna,gj,urban
79932,Cruset,gj,urban
80043,Danciulesti,gj,urban
80123,Danesti,gj,urban
80249,Dragotesti,gj,urban
80285,Farcasesti,gj,urban
80365,Glogova,gj,urban
80427,Godinesti,gj,urban
80506,Hurezani,gj,urban
80560,Ionesti,gj,urban
80613,Jupanesti,gj,urban
80677,Lelesti,gj,urban
80711,Licurici,gj,urban
80766,Logresti,gj,urban
80846,Matasari,gj,urban
80908,Musetesti,gj,urban
80980,Negomir,gj,urban
81095,Pades,gj,urban
81184,Pestisani,gj,urban
81264,Plopsoru,gj,urban
81380,Polovragi,gj,urban
81415,Prigoria,gj,urban
81497,Rosia De Amaradia,gj,urban
81576,Runcu,gj,urban
81656,Samarinesti,gj,urban
81754,Sacelu,gj,urban
81816,Saulesti,gj,urban
81861,Scoarta,gj,urban
81987,Schela,gj,urban
82047,Slivilesti,gj,urban
82136,Stanesti,gj,urban
82243,Stejari,gj,urban
82314,Stoina,gj,urban
82396,Telesti,gj,urban
82430,Oras Tismana,gj,urban
82555,Turburea,gj,urban
82617,Oras Turceni,gj,urban
82680,Tantareni,gj,urban
82733,Urdari,gj,urban
82779,Vagiulesti,gj,urban
82831,Vladimir,gj,urban
82895,Oras Rovinari,gj,urban
83133,Municipiul Odorheiu Secuiesc,hr,urban
83151,Bradesti,hr,urban
83197,Feliceni,hr,urban
83320,Municipiul Miercurea Ciuc,hr,urban
83375,Pauleni-Ciuc,hr,urban
83428,Oras Baile Tusnad,hr,urban
83464,Oras Balan,hr,urban
83491,Oras Borsec,hr,urban
83525,Oras Cristuru Secuiesc,hr,urban
83561,Municipiul Gheorgheni,hr,urban
83632,Municipiul Toplita,hr,urban
83749,Oras Vlahita,hr,urban
83785,Atid,hr,urban
83847,Avramesti,hr,urban
83936,Bilbor,hr,urban
83963,Capalnita,hr,urban
83981,Ciucsangeorgiu,hr,urban
84086,Ciumani,hr,urban
84102,Carta,hr,urban
84148,Corbu,hr,urban
84175,Corund,hr,urban
84237,Danesti,hr,urban
84264,Dealu,hr,urban
84344,Ditrau,hr,urban
84380,Darjiu,hr,urban
84415,Frumoasa,hr,urban
84460,Galautas,hr,urban
84558,Joseni,hr,urban
84594,Lazarea,hr,urban
84629,Lueta,hr,urban
84656,Lunca De Jos,hr,urban
84754,Lunca De Sus,hr,urban
84825,Lupeni,hr,urban
84923,Martinis,hr,urban
85056,Meresti,hr,urban
85074,Mihaileni,hr,urban
85127,Mugeni,hr,urban
85243,Ocland,hr,urban
85289,Plaiesii De Jos,hr,urban
85341,Praid,hr,urban
85412,Remetea,hr,urban
85467,Sacel,hr,urban
85528,Sarmas,hr,urban
85582,Secuieni,hr,urban
85626,Siculeni,hr,urban
85680,Sancraieni,hr,urban
85760,Sandominic,hr,urban
85788,Sanmartin,hr,urban
85840,Sansimion,hr,urban
85877,Subcetate,hr,urban
85920,Suseni,hr,urban
85984,Simonesti,hr,urban
86133,Tulghes,hr,urban
86188,Tusnad,hr,urban
86222,Ulies,hr,urban
86311,Varsag,hr,urban
86339,Voslabeni,hr,urban
86366,Zetea,hr,urban
86438,Madaras,hr,urban
86446,Cozmeni,hr,urban
86453,Tomesti,hr,urban
86461,Ciceu,hr,urban
86479,Leliceni,hr,urban
86487,Porumbeni,hr,urban
86495,Racu,hr,urban
86501,Satu Mare,hr,urban
86519,Santimbru,hr,urban
86687,Municipiul Deva,hd,urban
86749,Carjiti,hd,urban
86810,Municipiul Hunedoara,hd,urban
86883,Ghelari,hd,urban
86936,Teliucu Inferior,hd,urban
86990,Municipiul Petrosani,hd,urban
87059,Municipiul Lupeni,hd,urban
87077,Oras Petrila,hd,urban
87139,Oras Uricani,hd,urban
87175,Municipiul Vulcan,hd,urban
87219,Oras Aninoasa,hd,urban
87246,Banita,hd,urban
87291,Municipiul Brad,hd,urban
87362,Criscior,hd,urban
87424,Oras Calan,hd,urban
87576,Oras Hateg,hd,urban
87638,Municipiul Orastie,hd,urban
87665,Oras Simeria,hd,urban
87745,Baia De Cris,hd,urban
87843,Balsa,hd,urban
87996,Baru,hd,urban
88047,Bacia,hd,urban
88092,Baita,hd,urban
88216,Batrana,hd,urban
88261,Beriu,hd,urban
88350,Blajeni,hd,urban
88449,Bosorod,hd,urban
88546,Branisca,hd,urban
88644,Bretea Romana,hd,urban
88788,Buces,hd,urban
88868,Bucuresci,hd,urban
88920,Bulzestii De Sus,hd,urban
89026,Bunila,hd,urban
89080,Burjuc,hd,urban
89151,Cerbal,hd,urban
89240,Certeju De Sus,hd,urban
89348,Densus,hd,urban
89428,Dobra,hd,urban
89561,Oras Geoagiu,hd,urban
89687,Gurasada,hd,urban
89801,Harau,hd,urban
89856,Ilia,hd,urban
89954,Lapugiu De Jos,hd,urban
90066,Lelese,hd,urban
90119,Lunca Cernii De Jos,hd,urban
90208,Luncoiu De Jos,hd,urban
90262,Martinesti,hd,urban
90342,Orastioara De Sus,hd,urban
90431,Pestisu Mic,hd,urban
90538,Pui,hd,urban
90663,Rapoltu Mare,hd,urban
90725,Rachitova,hd,urban
90805,Ribita,hd,urban
90878,Rau De Mori,hd,urban
90994,Romos,hd,urban
91054,Sarmizegetusa,hd,urban
91116,Salasu De Sus,hd,urban
91232,Santamaria-Orlea,hd,urban
91330,Soimus,hd,urban
91447,Tomesti,hd,urban
91535,Toplita,hd,urban
91624,Totesti,hd,urban
91688,Turdas,hd,urban
91731,General Berthelot,hd,urban
91795,Vata De Jos,hd,urban
91937,Valisoara,hd,urban
91982,Vetel,hd,urban
92097,Vorta,hd,urban
92177,Zam,hd,urban
92569,Municipiul Calarasi,cl,urban
92587,Modelu,cl,urban
92658,Municipiul Slobozia,il,urban
92701,Municipiul Fetesti,il,urban
92765,Oras Tandarei,il,urban
92783,Albesti,il,urban
92836,Oras Amara,il,urban
92872,Andrasesti,il,urban
92907,Balaciu,il,urban
92961,Borcea,cl,urban
92989,Bordusani,il,urban
93021,Bucu,il,urban
93067,Oras Cazanesti,il,urban
93085,Ciocanesti,cl,urban
93101,Ciochina,il,urban
93156,Ciulnita,il,urban
93209,Cocora,il,urban
93236,Cosambesti,il,urban
93281,Cuza Voda,cl,urban
93325,Dichiseni,cl,urban
93370,Dor Marunt,cl,urban
93441,Dorobantu,cl,urban
93487,Dragalina,cl,urban
93539,Dragos Voda,cl,urban
93575,Facaeni,il,urban
93600,Gheorghe Doja,il,urban
93628,Gheorghe Lazar,il,urban
93646,Giurgeni,il,urban
93664,Gradistea,cl,urban
93717,Grindu,il,urban
93735,Grivita,il,urban
93771,Independenta,cl,urban
93815,Jegalia,cl,urban
93851,Lehliu,cl,urban
93888,Oras Lehliu Gara,cl,urban
93931,Lupsanu,cl,urban
93995,Mihail Kogalniceanu,il,urban
94045,Milosesti,il,urban
94081,Movila,il,urban
94107,Munteni-Buzau,il,urban
94125,Alexandru Odobescu,cl,urban
94161,Perieti,il,urban
94223,Perisoru,cl,urban
94269,Reviga,il,urban
94312,Roseti,cl,urban
94330,Salcioara,il,urban
94376,Saveni,il,urban
94429,Scanteia,il,urban
94456,Sfantu Gheorghe,il,urban
94492,Stelnica,il,urban
94535,Suditi,il,urban
94562,Stefan Cel Mare,cl,urban
94580,Stefan Voda,cl,urban
94606,Ulmu,cl,urban
94651,Unirea,cl,urban
94688,Valea Ciorii,il,urban
94731,Valcelele,cl,urban
94768,Vlad Tepes,cl,urban
94795,Vladeni,il,urban
95060,Municipiul Iasi,is,urban
95088,Barnova,is,urban
95159,Holboca,is,urban
95239,Rediu,is,urban
95293,Tomesti,is,urban
95355,Oras Harlau,is,urban
95391,Municipiul Pascani,is,urban
95471,Oras Targu Frumos,is,urban
95499,Ion Neculce,is,urban
95612,Alexandru I. Cuza,is,urban
95667,Andrieseni,is,urban
95747,Aroneanu,is,urban
95792,Baltati,is,urban
95872,Belcesti,is,urban
95943,Bivolari,is,urban
96003,Ungheni,is,urban
96058,Braesti,is,urban
96110,Butea,is,urban
96147,Ceplenita,is,urban
96192,Ciortesti,is,urban
96254,Ciurea,is,urban
96334,Coarnele Caprei,is,urban
96370,Comarna,is,urban
96423,Costuleni,is,urban
96478,Cotnari,is,urban
96593,Cozmesti,is,urban
96637,Cristesti,is,urban
96664,Cucuteni,is,urban
96717,Dagata,is,urban
96815,Deleni,is,urban
96888,Dobrovat,is,urban
96904,Dolhesti,is,urban
96940,Dumesti,is,urban
97009,Erbiceni,is,urban
97063,Focuri,is,urban
97090,Golaiesti,is,urban
97189,Gorban,is,urban
97241,Grajduri,is,urban
97321,Gropnita,is,urban
97394,Grozesti,is,urban
97438,Halaucesti,is,urban
97465,Helesteni,is,urban
97517,Horlesti,is,urban
97553,Ipatele,is,urban
97606,Lespezi,is,urban
97679,Letcani,is,urban
97722,Lungani,is,urban
97777,Madarjac,is,urban
97811,Mircesti,is,urban
97875,Mironeasa,is,urban
97919,Miroslava,is,urban
98051,Miroslovesti,is,urban
98113,Mogosesti,is,urban
98168,Mogosesti-Siret,is,urban
98202,Mosna,is,urban
98220,Motca,is,urban
98257,Movileni,is,urban
98300,Oteleni,is,urban
98337,Plugari,is,urban
98373,Oras Podu Iloaiei,is,urban
98435,Popesti,is,urban
98505,Popricani,is,urban
98603,Prisacani,is,urban
98649,Probota,is,urban
98685,Raducaneni,is,urban
98738,Romanesti,is,urban
98774,Ruginoasa,is,urban
98827,Schitu Duca,is,urban
98916,Scanteia,is,urban
98998,Scobinti,is,urban
99058,Sinesti,is,urban
99101,Siretel,is,urban
99165,Stolniceni-Prajescu,is,urban
99209,Strunga,is,urban
99290,Scheia,is,urban
99370,Sipote,is,urban
99441,Tansa,is,urban
99478,Tatarusi,is,urban
99539,Todiresti,is,urban
99600,Trifesti,is,urban
99673,Tibana,is,urban
99780,Tibanesti,is,urban
99879,Tiganasi,is,urban
99922,Tutora,is,urban
99968,Valea Seaca,is,urban
100004,Victoria,is,urban
100086,Vanatori,is,urban
100148,Vladeni,is,urban
100219,Voinesti,is,urban
100273,Bals,is,urban
100282,Costesti,is,urban
100308,Draguseni,is,urban
100317,Fantanele,is,urban
100326,Harmanesti,is,urban
100335,Rachiteni,is,urban
100344,Roscani,is,urban
100353,Valea Lupului,is,urban
100362,Ciohorani,is,urban
100521,Municipiul Giurgiu,gr,urban
100549,Slobozia,gr,urban
100576,Oras Buftea,if,urban
100610,Municipiul Oltenita,cl,urban
100638,Mitreni,cl,urban
100683,Municipiul Urziceni,il,urban
100709,Ciocarlia,il,urban
100736,Manasia,il,urban
100754,Adancata,il,urban
100781,Adunatii-Copaceni,gr,urban
100834,Afumati,if,urban
100852,Alexeni,il,urban
100870,Armasesti,il,urban
100923,Axintele,il,urban
100969,Balotesti,if,urban
101001,Baneasa,gr,urban
101056,Barcanesti,il,urban
101083,Belciugatele,cl,urban
101145,Berceni,if,urban
101163,Bolintin-Deal,gr,urban
101190,Oras Bolintin-Vale,gr,urban
101243,Brazii,il,urban
101298,Branesti,if,urban
101341,Brezoaele,db,urban
101378,Bucsani,gr,urban
101458,Oras Budesti,cl,urban
101519,Bulbucata,gr,urban
101564,Butimanu,db,urban
101617,Buturugeni,gr,urban
101662,Calugareni,gr,urban
101724,Cascioarele,cl,urban
101742,Cernica,if,urban
101804,Chirnogi,cl,rural
101822,Chiselet,cl,rural
101840,Ciocanesti,db,rural
101902,Ciolpani,if,rural
101957,Ciorogarla,if,rural
101984,Clejani,gr,rural
102035,Clinceni,if,rural
102071,Colibasi,gr,rural
102106,Comana,gr,rural
102160,Corbeanca,if,rural
102213,Cornetu,if,rural
102240,Cosereni,il,rural
102286,Crevedia,db,rural
102348,Crevedia Mare,gr,rural
102419,Curcani,cl,rural
102446,Daia,gr,rural
102473,Dascalu,if,rural
102525,Darasti-Ilfov,if,rural
102543,1 Decembrie,if,rural
102570,Domnesti,if,rural
102605,Dragomiresti-Vale,if,rural
102641,Dragoesti,il,rural
102703,Dridu,il,rural
102749,Oras Fierbinti-Targ,il,rural
102794,Floresti-Stoenesti,gr,rural
102838,Frasinet,cl,rural
102909,Fratesti,gr,rural
102945,Frumusani,cl,rural
103014,Fundeni,cl,rural
103032,Oras Fundulea,cl,rural
103087,Gaiseni,gr,rural
103130,Ganeasa,if,rural
103194,Gaujani,gr,rural
103238,Ghimpati,gr,rural
103283,Garbovi,il,rural
103309,Gogosari,gr,rural
103354,Gostinu,gr,rural
103372,Gostinari,gr,rural
103407,Gradinari,gr,rural
103443,Gradistea,if,rural
103470,Greaca,gr,rural
103513,Gruiu,if,rural
103568,Gurbanesti,cl,rural
103639,Hotarele,gr,rural
103693,Iepuresti,gr,rural
103764,Ileana,cl,rural
103862,Ion Roata,il,rural
103899,Izvoarele,gr,rural
103960,Jilavele,il,rural
103997,Joita,gr,rural
104047,Letca Noua,gr,rural
104083,Luica,cl,rural
104118,Mihai Bravu,gr,rural
104136,Oras Mihailesti,gr,rural
104181,Manastirea,cl,rural
104225,Marsa,gr,rural
104243,Moara Vlasiei,if,rural
104270,Movilita,il,rural
104323,Nana,cl,rural
104341,Nicolae Balcescu,cl,rural
104387,Niculesti,db,rural
104421,Nuci,if,rural
104485,Ogrezeni,gr,rural
104519,Oinacu,gr,rural
104546,Peris,if,rural
104582,Petrachioaia,if,rural
104635,Plataresti,cl,rural
104680,Prundu,gr,rural
104715,Putineiu,gr,rural
104751,Radovanu,cl,rural
104788,Rasuceni,gr,rural
104831,Roata De Jos,gr,rural
104886,Sarulesti,cl,rural
104975,Schitu,gr,rural
105026,Sinesti,il,rural
105106,Singureni,gr,rural
105142,Slobozia Moara,db,rural
105160,Snagov,if,rural
105222,Sohatu,cl,rural
105259,Spantov,cl,rural
105295,Stanesti,gr,rural
105348,Stoenesti,gr,rural
105384,Soldanu,cl,rural
105419,Stefanestii De Jos,if,rural
105455,Tamadau Mare,cl,rural
105534,Tartasesti,db,rural
105570,Tunari,if,rural
105605,Ulmeni,cl,rural
105623,Ulmi,gr,rural
105712,Valea Argovei,cl,rural
105776,Valea Dragului,gr,rural
105794,Valea Macrisului,il,rural
105829,Vasilati,cl,rural
105874,Varasti,gr,rural
105909,Vedea,gr,rural
105936,Vidra,if,rural
105972,Vanatorii Mici,gr,rural
106318,Municipiul Baia Mare,mm,rural
106363,Grosi,mm,rural
106407,Recea,mm,rural
106461,Oras Tautii-Magheraus,mm,rural
106559,Municipiul Sighetu Marmatiei,mm,rural
106620,Sarasau,mm,rural
106648,Vadu Izei,mm,rural
106684,Oras Baia Sprie,mm,rural
106746,Oras Borsa,mm,rural
106782,Oras Cavnic,mm,rural
106817,Oras Targu Lapus,mm,rural
106979,Oras Viseu De Sus,mm,rural
107001,Ardusat,mm,rural
107047,Arinis,mm,rural
107083,Asuaju De Sus,mm,rural
