Judet,01,02,03,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,41,42,43,45,46,47,49,50,51,52,53,55,56,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87,88,90,91,92,93,94,95,96,97,98,99
ab,2.1774204126605197,1.0100082637039758,0.005246796175085588,0.0,0.0,0.17052087569028163,0.254469614491651,0.0,1.5110772984246494,0.013116990437713973,0.0,0.09968912732662617,0.17839106995291,0.19150806039062399,1.6107664257512755,0.041974369400684705,0.0,0.0,0.023610582787885147,0.0,0.047221165575770295,0.2597164106667366,0.044597767488227504,0.25184621640410826,0.023610582787885147,0.010493592350171176,0.2728334011044506,0.07607854453874102,0.0,0.4354840825321038,0.07607854453874105,0.039350971313141914,0.0,0.026233980875427946,0.005246796175085588,0.047221165575770295,0.0,2.0541207025460078,0.11280611776434014,1.1883993336568857,0.5692773849967864,0.7345514645119823,2.20627779162349,1.5740388525256765,0.0,0.0,0.039350971313141914,0.041974369400684705,0.6086283563099282,0.508939228983302,0.0,0.0,0.0,0.01836378661279956,0.05509135983839868,0.028857378962970734,0.034104175138056324,0.0,0.010493592350171176,0.01836378661279956,0.05246796175085589,0.034104175138056324,0.23348242979130868,0.002623398087542794,0.01836378661279956,0.30693757624250695,0.10755932158925458,0.06033815601348427,0.005246796175085588,0.018363786612799558,0.034104175138056324,0.2151186431785091,0.08919553497645501,0.0,0.041974369400684705,0.08657213688891222,0.002623398087542794,0.0,0.05246796175085589,0.015740388525256766,0.002623398087542794,0.14428689481485368,0.0,0.020987184700342353,0.05509135983839868,0.0,0.0,0.0
ag,0.835228063662939,0.65116854592981,0.010827030454889952,0.0,0.0,0.0,0.0711490572749911,0.00154671863641285,0.7315979150232782,0.06341546409292687,0.0,0.05722858954727546,0.20880701591573475,0.00464015590923855,0.649621827293397,0.044854840455972655,0.017013905000541354,0.0,0.07269577591140396,0.00154671863641285,0.35883872364778124,0.1608587381869364,0.015467186364128502,0.35110513046571695,0.0804293690934682,0.08352280636629392,0.2428348259168175,0.7563454132058837,0.023200779546192755,0.1562185822776979,0.038667965910321254,0.0958965554575967,0.00154671863641285,0.11909733500378945,0.009280311818477101,0.21963404637062472,0.0,1.4044205218628678,0.07269577591140396,0.41606731319505663,0.32790435091952425,0.8754427482096733,1.9442253259709528,2.0277481323372464,0.0,0.0,0.06341546409292685,0.04330812181955981,0.25830201228094596,0.5552719904722132,0.0030934372728257,0.0247474981826056,0.0,0.0123737490913028,0.051041715001624056,0.0030934372728257,0.0092803118184771,0.0,0.0185606236369542,0.0494949963652112,0.02629421681901845,0.0711490572749911,0.2567552936445331,0.0061868745456514,0.023200779546192752,0.03557452863749555,0.01392046772771565,0.038667965910321254,0.00464015590923855,0.004640155909238551,0.09125639954835817,0.0711490572749911,0.2644888868265974,0.0,0.0247474981826056,0.09434983682118385,0.04640155909238551,0.007733593182064251,0.02938765409184415,0.03402781000108271,0.015467186364128502,0.04330812181955981,0.0030934372728257,0.021654060909779903,0.18560623636954202,0.0,0.0,0.0
ar,1.349223247959827,0.9655378868212512,0.0021081613249372294,0.0,0.0,0.0,0.08221829167255196,0.0,0.5628790737582403,0.06535300107305411,0.0,0.13070600214610822,0.18762635791941343,0.14124680877079435,0.42163226498744594,0.0021081613249372294,0.01475712927456061,0.0,0.0021081613249372294,0.0,0.11594887287154763,0.08643461432242641,0.03373058119899567,0.49541791136024893,0.05270403312343074,0.20449164851891125,0.05481219444836797,0.2593038429672792,0.021081613249372296,0.28460177886652605,0.10962438889673594,0.027406097224183985,0.008432645299748917,0.010540806624686148,0.0021081613249372294,0.257195681642342,0.0,1.4124680877079439,0.15600393804535498,0.5797443643577381,0.4553628461864416,1.0730541143930499,2.2051367458843423,1.7771799969220843,0.0,0.0,0.07800196902267749,0.016865290599497835,0.14124680877079437,0.6176912682066084,0.0021081613249372294,0.010540806624686148,0.0,0.0,0.023189774574309523,0.0,0.0,0.0,0.004216322649874459,0.06324483974811689,0.05481219444836797,0.10119174359698703,0.1222733568463593,0.0,0.027406097224183985,0.05059587179849351,0.10962438889673594,0.021081613249372296,0.0,0.025297935899246754,0.10540806624686148,0.23822222971790694,0.36260374788920346,0.0,0.03162241987405844,0.26562832694209093,0.0,0.008432645299748917,0.0021081613249372294,0.016865290599497835,0.04848771047355629,0.02951425854912122,0.0,0.004216322649874459,0.13070600214610822,0.0,0.0,0.0
b,0.0,0.00047451858902846587,0.0,0.0,0.00047451858902846587,0.0,0.0,0.0,0.0009490371780569317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047451858902846587,0.0,0.00047451858902846587,0.0,0.0,0.0,0.00047451858902846587,0.0,0.0,0.0,0.0,0.0009490371780569317,0.0,0.0,0.00047451858902846587,0.0,0.0018980743561138635,0.0009490371780569317,0.0014235557670853975,0.0009490371780569317,0.003796148712227727,0.005219704479313124,0.0023725929451423296,0.0,0.0,0.0014235557670853975,0.0014235557670853975,0.00047451858902846587,0.0014235557670853975,0.00047451858902846587,0.0,0.0,0.0009490371780569317,0.002847111534170795,0.00047451858902846587,0.0018980743561138635,0.00047451858902846587,0.00047451858902846587,0.00047451858902846587,0.00047451858902846587,0.0009490371780569317,0.0009490371780569317,0.0,0.00047451858902846587,0.0,0.0,0.0,0.0014235557670853975,0.0,0.0018980743561138635,0.00047451858902846587,0.0014235557670853975,0.00047451858902846587,0.0,0.0014235557670853975,0.0,0.0,0.0,0.0,0.00047451858902846587,0.0,0.0,0.0,0.00047451858902846587,0.0,0.0,0.0
bc,0.8894072268015178,0.38384943472486555,0.05751054248491017,0.0,0.0,0.0,0.09094690439474166,0.0,0.5189323368405848,0.028086544004258456,0.0,0.04681090667376409,0.25812871394389914,0.014711999240325858,0.4413599772097757,0.0013374544763932598,0.0013374544763932598,0.0,0.10164654020588774,0.005349817905573039,0.0628603603904832,0.16985671850194398,0.0,0.1431076289740788,0.03209890743343823,0.0013374544763932598,0.014711999240325858,0.10565890363506752,0.006687272381966299,0.1792188998366968,0.026749089527865196,0.04012363429179779,0.0013374544763932598,0.012037090287539338,0.005349817905573039,0.0762349051544158,0.0,1.4431133800283271,0.2862152579481576,0.5242821547461578,0.32366398328716883,0.7342625075398996,2.727069677365857,1.1408486683634504,0.0,0.0,0.013374544763932598,0.028086544004258456,0.1591570826907979,0.278190531089798,0.0013374544763932598,0.0,0.06553526934326973,0.025411635051471936,0.00936218133475282,0.00936218133475282,0.0,0.0,0.014711999240325858,0.021399271622292156,0.0200618171458989,0.01872436266950564,0.08827199544195515,0.0,0.022736726098685416,0.010699635811146078,0.05751054248491017,0.006687272381966299,0.06419781486687647,0.0013374544763932598,0.00936218133475282,0.09228435887113492,0.09495926782392144,0.0,0.026749089527865196,0.28086544004258457,0.004012363429179779,0.0,0.005349817905573039,0.0,0.0,0.016049453716719116,0.0,0.004012363429179779,0.05082327010294387,0.0,0.0,0.0
bh,1.2478308244884784,0.5488518503571572,0.041971023850841435,0.0,0.0,0.01291416118487429,0.14851285362605432,0.004842810444327858,0.9346624157552766,0.13559869244118003,0.0,0.11784172081197788,0.12591307155252432,0.3422252713991687,0.4148674280640865,0.06295653577626216,0.017756971629202145,0.004842810444327858,0.029056862665967145,0.0,0.14528431332983577,0.20339803866177006,0.006457080592437145,0.25505468340126725,0.06779934622059001,0.008071350740546431,0.017756971629202145,0.05165664473949716,0.0,0.4035675370273215,0.07102788651680858,0.01291416118487429,0.022599782073530007,0.11622745066386858,0.0032285402962185725,0.05488518503571573,0.0,1.381815246781549,0.3099398684369829,0.8523346382017031,0.40518180717543084,0.8797772307195609,1.9758666612857663,2.466604786310989,0.0032285402962185725,0.0,0.0807135074054643,0.0807135074054643,0.1743411759958029,0.547237580209048,0.029056862665967145,0.01291416118487429,0.0,0.0,0.02421405222163929,0.009685620888655716,0.006457080592437145,0.0,0.020985511925420718,0.04035675370273215,0.016142701481092862,0.04842810444327858,0.1501271237741636,0.0,0.01291416118487429,0.043585293998950725,0.07748496710924573,0.06779934622059001,0.029056862665967145,0.006457080592437145,0.20178376851366076,0.14205577303361716,0.11622745066386858,0.006457080592437145,0.03551394325840429,0.1146131805157593,0.0,0.0016142701481092862,0.009685620888655716,0.0,0.0016142701481092862,0.10654182977521288,0.0,0.019371241777311435,0.10169901933088503,0.0,0.0,0.0
bn,0.6555585905490303,1.0288627879450059,0.012139973899056116,0.0,0.0,0.0,0.2701144192539986,0.08194482381862879,0.8983580685301527,0.0,0.0,0.10622477161674101,0.039454915171932385,0.015174967373820146,0.9074630489544449,0.06676985644480864,0.027314941272876266,0.0,0.003034993474764029,0.0,0.3550942365473914,0.2792193996782907,0.030349934747640292,0.5645087863061095,0.0,0.030349934747640292,0.012139973899056116,0.17906461501107776,0.0,0.11836474551579715,0.03338492822240432,0.003034993474764029,0.0,0.006069986949528058,0.0,0.039454915171932385,0.0,3.478102522079578,0.528088864608941,0.8164132447115238,0.6676985644480865,0.5584387993565814,2.6040244013475373,2.3308749886187745,0.0,0.0,0.02731494127287626,0.10622477161674104,0.16692464111202163,0.37026920392121154,0.003034993474764029,0.0,0.0,0.0,0.07587483686910074,0.006069986949528058,0.0,0.0,0.015174967373820146,0.009104980424292088,0.009104980424292088,0.0637348629700446,0.18209960848584175,0.0,0.021244954323348206,0.08497981729339281,0.1729946280615497,0.039454915171932385,0.003034993474764029,0.0,0.003034993474764029,0.0515948890709885,0.042489908646696405,0.0,0.024279947798112232,0.1456796867886734,0.018209960848584176,0.0,0.030349934747640292,0.003034993474764029,0.003034993474764029,0.03338492822240432,0.0,0.02731494127287626,0.18816959543536982,0.0,0.0,0.0
br,4.203378416297211,0.03928391043268421,0.05050788484202256,0.0,0.0,0.0,0.0,0.0,0.5696167012739212,0.0,0.0,0.0,0.15152365452606764,0.17677759694707895,0.09540378247937595,0.0,0.0,0.0420899040350188,0.0,0.0,0.09540378247937595,0.06173185925136091,0.0420899040350188,0.06173185925136091,0.0,0.005611987204669174,0.005611987204669174,0.0,0.05611987204669173,0.019641955216342107,0.0,0.028059936023345864,0.0,0.042089904035018805,0.0,0.03647791683034963,0.0,0.5078848420225602,0.033671923228015044,0.3198832706661429,0.2048375329704248,0.7828722150513496,2.4524384084404285,0.8782759975307255,0.002805993602334587,0.0,0.002805993602334587,0.03647791683034963,0.033671923228015044,0.4573769571805376,0.0,0.0,0.0,0.0,0.005611987204669174,0.019641955216342107,0.002805993602334587,0.0,0.008417980807003761,0.033671923228015044,0.005611987204669174,0.02525394242101128,0.0841798080700376,0.0,0.019641955216342107,0.014029968011672932,0.19922554576575568,0.014029968011672932,0.09259778887704134,0.022447948818676695,0.014029968011672932,0.03928391043268421,0.09259778887704134,0.0,0.005611987204669174,0.04489589763735339,0.002805993602334587,0.0,0.011223974409338347,0.0,0.0,0.016835961614007522,0.0,0.008417980807003761,0.07295583366069926,0.005611987204669174,0.0,0.0
bt,2.99576899829661,0.08352107258640584,0.15605253035881092,0.0,0.0,0.0,0.18462552887521294,0.0,1.5737128413649102,0.004395845925600307,0.0,0.048354305181603385,0.32968844442002304,0.004395845925600307,0.16924006813561185,0.008791691851200614,0.004395845925600307,0.0,0.0,0.0,0.09011484147480632,0.06154184295840431,0.0,0.13407330073080936,0.0,0.004395845925600307,0.0021979229628001536,0.0,0.0021979229628001536,0.29232375405242045,0.004395845925600307,0.021979229628001543,0.0021979229628001536,0.006593768888400461,0.03736469036760261,0.18682345183801305,0.0,2.404527721303368,0.07253145777240508,0.685751964393648,0.4154074399692291,0.5670641244024397,2.8902686960822024,1.00225287103687,0.0,0.0,0.03516676740480246,0.05055222814440354,0.14286499258201,0.542886971811638,0.006593768888400461,0.0,0.039562613330402764,0.057145997032804,0.037364690367602614,0.004395845925600307,0.004395845925600307,0.0,0.0,0.10769822517720753,0.008791691851200614,0.039562613330402764,0.12308368591680861,0.0,0.050552228144403535,0.07033353480960491,0.7297104236496512,0.039562613330402764,0.0,0.0,0.015385460739601077,0.07692730369800538,0.006593768888400461,0.0,0.01758338370240123,0.13407330073080936,0.0,0.0,0.004395845925600307,0.0,0.008791691851200614,0.013187537776800925,0.0,0.0,0.09890653332600693,0.0,0.0,0.0
