Tara,C1,C2,C3,C4,C5,C6,C7,C8,C9
Suedia,2.6730785520359786,-1.1912711691251048,-0.9237797935524065,-0.22398196901406559,0.1192546516356064,-0.624873685580914,0.11586664985960951,0.06873244098935007,-0.18895294778463054
Canada,1.5522434074465443,1.4109905902969138,0.024564617886047156,0.2626740729596464,0.3977500764729381,-0.2407435210100916,0.21085158588551886,0.07291994920869943,0.14792082457680533
Lithuania,0.49525192050630645,1.0523538168455553,0.6332882801905317,-0.9081226982929868,-0.0005545056514279051,-0.5497239759804583,0.2614495878066405,0.08496260906028022,0.07392723469539138
Spania,1.614206921256667,-0.5702224947594473,-0.05637812524163314,-0.033393309184374,-0.33377547597577667,0.6260491259889076,-0.7618907799690453,0.1903148948908085,-0.04344876091386952
Regatul Unit,2.0832467145624913,1.3242279767694274,0.613406564355917,0.27355076499662134,0.16349136580641432,0.16818239630976362,-0.5021128800022039,-0.11974252002292807,-0.042922669986083385
Indonezia,-3.1556620631015453,-2.252366349463626,-0.2002153281781744,0.14036720880180018,-0.3214809436548023,0.009476436477887025,0.3252325985282328,-0.03460689955903719,-0.022849394040008617
Brazilia,-3.098056208904073,0.7583799488487347,-0.8245370796338695,-0.15276222929630953,1.055293395933068,0.29881706213242154,-0.10869004400669398,-0.05269502558952959,-0.04131558862210842
Irlanda,2.7404535887901496,0.6638469954467394,0.7519337875065596,0.21088907705536428,-0.04215600038297236,0.05295534888277818,-0.5532480105368557,0.0877021097199696,-0.035550093267343645
Elvetia,5.69754449962913,-1.908213597182152,0.9433081234415354,1.5183033043593717,-0.2392354537041081,0.7011291257985081,0.234719635885267,-0.32162680722412906,0.05034641344611216
Australia,2.0983499623911297,1.4363216029510302,-0.19254297066285062,0.4294303947261263,0.4548527021326577,-0.2201062093275484,0.03540941710222652,-0.06878978342989066,0.031312590470170855
Danemarca,3.6272788784916936,-0.9825498595893735,-0.886199874061956,-0.3849865031591294,0.07590284582245853,-0.05550173011617488,0.6269526364465929,-0.27200218259452225,-0.09924385659917566
Statele Unite,2.4300212543966264,0.3793442181393751,0.1640391743465753,0.9334810982051044,0.24153099472113054,-0.013165613667082837,0.30305833432434814,-0.41592753869373517,0.12128486107992847
